Gene Synonym,Gene name
PC-1,PKD1
TRPP1,PKD1
PRO19563,PKD1L1
C7ORF69,PKD1L1-AS1
FLJ21075,PKD1L1-AS1
KIAA1879,PKD1L2
PCL,PKD2L1
PKD2L,PKD2L1
PKDL,PKD2L1
TRPP3,PKD2L1
TRPP5,PKD2L2
PRKACN1,PKIA
PRKACN2,PKIB
OIP3,PKM
PK3,PKM
PKM2,PKM
THBP1,PKM
B6P,PKP1
P0071,PKP4
PLA2,PLA2G1B
PLA2A,PLA2G1B
PPLA2,PLA2G1B
PLA2B,PLA2G2A
PLA2L,PLA2G2A
UBXN10-AS1,PLA2G2C
CPLA2-ALPHA,PLA2G4A
PLA2G4,PLA2G4A
CPLA2-GAMMA,PLA2G4C
CPLA2DELTA,PLA2G4D
FLJ45651,PLA2G4E
PLA2G4F/Z,PLA2G4F
PLA2G13,PLA2G12B
ADPLA,PLAAT3
H-REV107-1,PLAAT3
HRASLS3,PLAAT3
HREV107,PLAAT3
HREV107-3,PLAAT3
MGC118754.,PLAAT3
PLA2G16,PLAAT3
PLAAT-3,PLAAT3
HRASLS5,PLAAT5
HRLP5,PLAAT5
INAT,PLAAT5
PLAAT-5,PLAAT5
LOT1,PLAGL1
ZAC,PLAGL1
FLJ30866,PLB1
PLB,PLB1
FLJ22662,PLBD1
P76,PLBD2
DKFZP434C1372,PLCH1
KIAA1069,PLCH1
MGC117152,PLCH1
PLCETA1,PLCH1
PLCL3,PLCH1
PLC-L,PLCL1
PLCE,PLCL1
PLCL,PLCL1
PPP1R127,PLCL1
PRIP,PLCL1
FLJ31579,PLCXD2
HU-K4,PLD3
FLJ40773,PLD5
P47,PLEK
PLEK1,PLEK
FAPP1,PLEKHA3
PEPP1,PLEKHA4
FLJ10667,PLEKHA5
KIAA1686,PLEKHA5
PEPP2,PLEKHA5
KIAA0969,PLEKHA6
PEPP3,PLEKHA6
DKFZP686M22243,PLEKHA7
FAPP2,PLEKHA8
MGC3358,PLEKHA8
FLJ14156,PLEKHA8P1
PLEKHA9,PLEKHA8P1
EVT2,PLEKHB2
FLJ20783,PLEKHB2
APPD,PLEKHF1
MGC4090,PLEKHF1
PHAFIN1,PLEKHF1
ZFYVE15,PLEKHF1
FLJ13187,PLEKHF2
PHAFIN2,PLEKHF2
ZFYVE18,PLEKHF2
ARHGEF41,PLEKHG1
KIAA1209,PLEKHG1
ARHGEF44,PLEKHG4
DKFZP434I216,PLEKHG4
SCA4,PLEKHG4
KIAA1909,PLEKHG4B
GEF720,PLEKHG5
KIAA0720,PLEKHG5
SYX,PLEKHG5
TECH,PLEKHG5
FLJ10665,PLEKHG6
MYOGEF,PLEKHG6
C12ORF74,PLEKHG7
FLJ46688,PLEKHG7
KIAA2028,PLEKHH2
PLEKHH1L,PLEKHH2
FLJ21019,PLEKHH3
FLJ10297,PLEKHJ1
LOC440456,PLEKHM1P1
PLEKHM1P,PLEKHM1P1
KIAA0842,PLEKHM2
DKFZP434H2010,PLEKHN1
CKIP-1,PLEKHO1
OC120,PLEKHO1
DKFZP761K2312,PLEKHO2
PLEKHQ1,PLEKHO2
PP1628,PLEKHO2
PP9099,PLEKHO2
PLGLA1,PLGLA
PLGP2,PLGLA
PLGL,PLGLB1
PRP-B,PLGLB1
AD025,PLGRKT
C9ORF46,PLGRKT
FLJ14688,PLGRKT
MDS030,PLGRKT
PLG-RKT,PLGRKT
M6PRBP1,PLIN3
PP17,PLIN3
TIP47,PLIN3
KIAA1881,PLIN4
S3-12,PLIN4
SNK,PLK2
CNK,PLK3
FNK,PLK3
PRK,PLK3
SAK,PLK4
STK18,PLK4
PLK5P,PLK5
SGK384PS,PLK5
PMLP,PLLP
TM4SF11,PLLP
LH1,PLOD1
LLH,PLOD1
PLOD,PLOD1
LH2,PLOD2
TLH,PLOD2
PROSC,PLPBP
FLJ46512,PLPP6
FLJ90191,PLPP6
PDP1,PLPP6
PPAPDC2,PLPP6
LPPR2,PLPPR2
PRG-4,PLPPR2
KIAA0455,PLPPR4
LPPR4,PLPPR4
PHP1,PLPPR4
PRG-1,PLPPR4
LPPR5,PLPPR5
PAP2,PLPPR5
PAP2D,PLPPR5
PRG5,PLPPR5
CWC1,PLRG1
PRL1,PLRG1
PRP46,PLRG1
PRPF46,PLRG1
TANGO4,PLRG1
MMTRA1B,PLSCR1
FELS,PLVAP
GP68,PLVAP
PV-1,PLVAP
PV1,PLVAP
TEM3,PLXDC1
TEM7,PLXDC1
NOV,PLXNA1
PLXN1,PLXNA1
FLJ11751,PLXNA2
FLJ30634,PLXNA2
KIAA0463,PLXNA2
OCT,PLXNA2
PLXN2,PLXNA2
DKFZP434G0625PRO34003,PLXNA4
FAYV2820,PLXNA4
KIAA1550,PLXNA4
PLXNA4A,PLXNA4
PLXNA4B,PLXNA4
KIAA0407,PLXNB1
PLXN5,PLXNB1
SEP,PLXNB1
KIAA0620,PLXND1
CPS1,PM20D1
FLJ32569,PM20D1
ACY1L2,PM20D2
BA63L7.3,PM20D2
MCH,PMCH
D12S53E,PMEL
GP100,PMEL
HMB-45,PMEL
HMB45,PMEL
ME20,PMEL
PMEL17,PMEL
SI,PMEL
SIL,PMEL
SILV,PMEL
IFITMD9,PMIS2
CDG1,PMM2
CDG1A,PMM2
CDGS,PMM2
PMI,PMM2
PMI1,PMM2
ALPHA-MPP,PMPCA
CLA1,PMPCA
INPP5E,PMPCA
KIAA0123,PMPCA
MAS2,PMPCA
SCAR2,PMPCA
BETA-MPP,PMPCB
MAS1,PMPCB
MPPB,PMPCB
MPPP52,PMPCB
MLH2,PMS1
PMSL1,PMS1
HNPCC4,PMS2
H_DJ0042M02.9,PMS2
MLH4,PMS2
PMS-2,PMS2
PMSL2,PMS2
PMS2P13,PMS2CL
PMS2L1,PMS2P1
PMS2L13,PMS2P1
PMS2L6,PMS2P1
PMS2L7,PMS2P1
PMS2L8,PMS2P1
PMS3,PMS2P1
PMS8,PMS2P1
PMSR1,PMS2P1
PMSR2,PMS2P1
PMS2L2,PMS2P2
PMS4,PMS2P2
PMS2L3,PMS2P3
PMS2L9,PMS2P3
PMS5,PMS2P3
PMSR3,PMS2P3
PMS2L4,PMS2P4
PMS6,PMS2P4
MGC34222,PMS2P5
PMS2L5,PMS2P5
PMS7,PMS2P5
PMS2L14,PMS2P6
PMS2L15,PMS2P7
PMS2LP2,PMS2P7
PMSR7,PMS2P7
PMS2L16,PMS2P8
PMS2L10,PMS2P10
PMSR4,PMS2P10
PMS2L12,PMS2P12
PMSL12,PMS2P12
HUMPMKI,PMVK
PMK,PMVK
PMKA,PMVK
BRP17,PNKD
DKFZP564N1362,PNKD
DYT8,PNKD
FKSG19,PNKD
FPD1,PNKD
KIAA1184,PNKD
KIPP1184,PNKD
MGC31943,PNKD
MR-1,PNKD
MR-1S,PNKD
PDC,PNKD
PKND1,PNKD
TAHCCP2,PNKD
PL,PNLIP
MA1,PNMA1
N/OFQ,PNOC
NOP,PNOC
PPNOC,PNOC
PDXPO,PNPO
B4-2,PNRC1
PROL2,PNRC1
PRR2,PNRC1
DKFZP434C245,POC1A
WDR51A,POC1A
FLJ14923,POC1B
TUWD12,POC1B
WDR51B,POC1B
RP11-734K2.4,POC1B-AS1
C5ORF37,POC5
FLJ35779,POC5
HPOC5,POC5
MGC120442,POC5
MGC120443,POC5
MGC120444,POC5
MGC24995,PODN
PCAN,PODN
PODOCAN,PODN
SLRR5A,PODN
ENDOGLYCAN,PODXL2
PODLX2,PODXL2
BASS2,POGK
KIAA15131,POGK
KRBOX2,POGK
LST003,POGK
KDELC2,POGLUT3
MGC33424,POGLUT3
KIAA0461,POGZ
ZNF280E,POGZ
ZNF635,POGZ
FLJ21662,POLA2
CDC2,POLD1
POLD,POLD1
POLE1,POLE
DPE2,POLE2
POLG1,POLG
POLGA,POLG
HP55,POLG2
MTPOLB,POLG2
ORF-Y,POLGARF
DINB1,POLK
DINP,POLK
POLQ,POLK
POLH,POLQ
DKFZP586M0122,POLR1A
FLJ21915,POLR1A
RPA1,POLR1A
RPA190,POLR1A
RPO1-4,POLR1A
FLJ10816,POLR1B
FLJ21921,POLR1B
RPA135,POLR1B
RPA2,POLR1B
RPO1-2,POLR1B
A43,POLR1F
RPA43,POLR1F
TWISTNB,POLR1F
A34.5,POLR1G
ASE-1,POLR1G
CAST,POLR1G
CD3EAP,POLR1G
PAF49,POLR1G
RPA34,POLR1G
RPB4,POLR2D
HRPB25,POLR2E
HSRPB5,POLR2E
RPABC1,POLR2E
RPB5,POLR2E
XAP4,POLR2E
RPB8,POLR2H
HRPB14.5,POLR2I
RPB9,POLR2I
HRPB14,POLR2J
POLR2J1,POLR2J
RPB11,POLR2J
RPB11A,POLR2J
RPB11M,POLR2J
RPB11B1,POLR2J2
MGC13098,POLR2J4
GDOWN,POLR2M
GDOWN1,POLR2M
GRINL1A,POLR2M
GCOM2,POLR2MP1
GLURR2,POLR2MP1
GRINL1B,POLR2MP1
C160,POLR3A
HRPC155,POLR3A
RPC1,POLR3A
RPC155,POLR3A
C82,POLR3C
RPC3,POLR3C
RPC62,POLR3C
FLJ32422,POLR3GL
MGC3200,POLR3GL
C11,POLR3K
RPC11,POLR3K
APOLMT,POLRMT
H-MTRPOL,POLRMT
MTRNAP,POLRMT
MTRPOL,POLRMT
POLRMTL,POLRMTP1
DKFZP586G1822,POM121
DKFZP586P2220,POM121
KIAA0618,POM121
POM121A,POM121
POM121-L,POM121L2
BA239L20.2,POM121L6P
ACTH,POMC
CLIP,POMC
LPH,POMC
MSH,POMC
NPP,POMC
POC,POMC
FLJ20277,POMGNT1
LGMD2O,POMGNT1
MEB,POMGNT1
MGAT1.2,POMGNT1
AGO61,POMGNT2
C3ORF39,POMGNT2
FLJ14566,POMGNT2
GTDC2,POMGNT2
POP2,POPDC2
CYPOR,POR
FLJ26468,POR
A26C1,POTEE
A26C1A,POTEE
CT104.2,POTEE
POTE-2,POTEE
POTE2,POTEE
POTE2GAMMA,POTEE
A26C1B,POTEF
POTE2ALPHA,POTEF
POTEACTIN,POTEF
POTE2BETA,POTEI
POTE2BETA,POTEJ
ACT,POTEM
P704P,POTEM
POTE14BETA,POTEM
GHF-1,POU1F1
PIT-1,POU1F1
PIT1,POU1F1
POU1F1A,POU1F1
BOB1,POU2AF1
OBF1,POU2AF1
OCA-B,POU2AF1
C11ORF53,POU2AF2
MGC50104,POU2AF2
OCA-T1,POU2AF2
C11ORF93,POU2AF3
CASC13,POU2AF3
COLCA2,POU2AF3
OCA-T2,POU2AF3
OCT2,POU2F2
OTF2,POU2F2
OCT6,POU3F1
OTF6,POU3F1
SCIP,POU3F1
OTF3C,POU5F1B
OTF3P1,POU5F1B
POU5F1P1,POU5F1B
OTF3L,POU5F1P3
POU5F1L,POU5F1P3
POU5FLC12,POU5F1P3
OCT4-PG4,POU5F1P4
POU5FLC1,POU5F1P4
FLJ25680,POU5F2
SPRM-1,POU5F2
BRN5,POU6F1
MPOU,POU6F1
TCFB1,POU6F1
NR1C3,PPARG
PPARG1,PPARG
PPARG2,PPARG
PPARGAMMA,PPARG
GPAT,PPAT
PRAT,PPAT
B-TG1,PPBP
BETA-TG,PPBP
CTAP3,PPBP
CTAPIII,PPBP
CXCL7,PPBP
LA-PF4,PPBP
LDGF,PPBP
MDGF,PPBP
NAP-2,PPBP
NAP-2-L1,PPBP
PBP,PPBP
SCYB7,PPBP
TGB,PPBP
TGB1,PPBP
THBGB1,PPBP
FLJ14585,PPCDC
MDS018,PPCDC
FLJ11838,PPCS
PPP7CB,PPEF2
KIAA0654,PPFIA3
LPNA3,PPFIA3
MGC126567,PPFIA3
MGC126569,PPFIA3
HSGT2,PPFIBP1
HSGT2P,PPFIBP1
L2,PPFIBP1
SGT2,PPFIBP1
CCLP1,PPFIBP2
PPIP3,PPIAP13
PPIP6,PPIAP16
BA108K1.2,PPIAP19
CYP-33,PPIE
MGC111222,PPIE
MGC3736,PPIE
CARS-CYP,PPIG
SCAF10,PPIG
SRCYP,PPIG
CYP-20,PPIH
CYPH,PPIH
MGC5016,PPIH
SNUCYP-20,PPIH
USA-CYP,PPIH
CYPL1,PPIL1
CYPJ,PPIL3
BA425D10.6,PPIL6
DJ919F19.1,PPIL6
MGC41939,PPIL6
RSPH12,PPIL6
HISPPD2A,PPIP5K1
IPS1,PPIP5K1
KIAA0377,PPIP5K1
VIP1,PPIP5K1
CFAP160,PPIP5K2
DFNB100,PPIP5K2
HISPPD1,PPIP5K2
KIAA0433,PPIP5K2
VIP2,PPIP5K2
PP2C-DELTA,PPM1D
WIP1,PPM1D
CAMKP-N,PPM1E
KIAA1072,PPM1E
POPX1,PPM1E
PP2CH,PPM1E
PP2CG,PPM1G
PP2CGAMMA,PPM1G
DKFZP434P1514,PPM1J
FLJ35951,PPM1J
MGC19531,PPM1J
PP2CZETA,PPM1J
PPP2CZ,PPM1J
FLJ32332,PPM1M
PP2CETA,PPM1M
FLJ40125,PPM1N
PPO,PPOX
VP,PPOX
MP,PPP1CB
PP-1B,PPP1CB
PP1B,PPP1CB
PP1BETA,PPP1CB
PP1C,PPP1CB
PPP1BETA,PPP1CB
PP1C,PPP1CC
PP1GAMMA,PPP1CC
INHIBITOR-1-LIKE,PPP1R1C
IPP2,PPP1R2
PPP1R2A,PPP1R2
MGC87149,PPP1R2B
PPP1R2P3,PPP1R2B
PPP1R5,PPP1R3C
PTG,PPP1R3C
SDS22,PPP1R7
ARD-1,PPP1R8
ARD1,PPP1R8
NIPP-1,PPP1R8
NIPP1,PPP1R8
PRO2047,PPP1R8
PPP1R8P,PPP1R8P1
PPP1R6,PPP1R9B
PPP1R9,PPP1R9B
SPINO,PPP1R9B
SPN,PPP1R9B
MGC131980,PPP1R12B
MGC87886,PPP1R12B
MYPT2,PPP1R12B
PP1BP55,PPP1R12B
IASPP,PPP1R13L
RAI,PPP1R13L
CPI-17,PPP1R14A
PPP1INL,PPP1R14A
GADD34,PPP1R15A
FLJ14744,PPP1R15B
C7ORF16,PPP1R17
GSBS,PPP1R17
KIAA0649,PPP1R26
C11ORF66,PPP1R32
FLJ32771,PPP1R32
IIIG9,PPP1R32
PP2AC,PPP2CA
PP2CALPHA,PPP2CA
PP2A-AALPHA,PPP2R1A
PP2AA,PPP2R1A
PR65A,PPP2R1A
PPP2R3,PPP2R3A
PR130,PPP2R3A
PR72,PPP2R3A
C14ORF10,PPP2R3C
FLJ20644,PPP2R3C
G4-1,PPP2R3C
G5PR,PPP2R3C
B56A,PPP2R5A
B56ALPHA,PPP2R5A
PR61A,PPP2R5A
B56G,PPP2R5C
B56GAMMA,PPP2R5C
PR61G,PPP2R5C
USP54-AS1,PPP3CB-AS1
PP5,PPP5C
PPP5,PPP5C
C11ORF23,PPP6R3
DKFZP781E17107,PPP6R3
DKFZP781E2374,PPP6R3
DKFZP781O2362,PPP6R3
FLJ11058,PPP6R3
FLJ43065,PPP6R3
KIAA1558,PPP6R3
MGC125711,PPP6R3
MGC125712,PPP6R3
PP6R3,PPP6R3
SAP190,PPP6R3
SAPL,PPP6R3
SAPLA,PPP6R3
SAPS3,PPP6R3
CLN1,PPT1
INCL,PPT1
PPT,PPT1
TA-PP2C,PPTC7
PNP,PPY
PPY2,PPY2P
OTTHUMG00000001927,PRAMEF12
OTTHUMG00000007916,PRAMEF14
OTTHUMG00000007921,PRAMEF15
OTTHUMG00000007909,PRAMEF17
OTTHUMG00000007919,PRAMEF19
OTTHUMG00000007911,PRAMEF20
OTTHUMT00000008157,PRAMEF20
PRAMEF21,PRAMEF20
CNOT2-DT,PRANCR
LINC01481,PRANCR
ASE1,PRC1
RCCP1,PRCC
HUMPCP,PRCP
PCP,PRCP
HUMHOXY1,PRDM2
KMT8,PRDM2
KMT8A,PRDM2
MTB-ZF,PRDM2
RIZ,PRDM2
RIZ1,PRDM2
RIZ2,PRDM2
PFM1,PRDM4
ZNF910,PRDM7
KMT8D,PRDM8
KIAA1231,PRDM10
MGC131802,PRDM10
PFM7,PRDM10
C11ORF37,PRDM10-DT
FLJ31394,PRDM10-DT
LINC00167,PRDM10-DT
NCRNA00167,PRDM10-DT
PFM8,PRDM11
FLJ42875,PRDM16-DT
LINC00982,PRDM16-DT
LNC-DPRDM16,PRDM16-DT
NKEFA,PRDX1
PAGA,PRDX1
AOP-1,PRDX3
AOP1,PRDX3
MER5,PRDX3
SP-22,PRDX3
SEC12,PREB
CGI-106,PRELID1
PRELI,PRELID1
PX19,PRELID1
FLJ38376,PRELID2
MGC21644,PRELID2
SLMO2P1,PRELID3BP1
PROLARGIN,PRELP
SLRR2A,PRELP
KIAA0436,PREPL
BG174L6.2,PRG4
CACP,PRG4
FLJ32635,PRG4
HAPO,PRG4
JCAP,PRG4
MSF,PRG4
SZP,PRG4
AMPKA1,PRKAA1
AMPK,PRKAA2
AMPKA2,PRKAA2
PRKAA,PRKAA2
PKACB,PRKACB
AAKG,PRKAG2
AAKG2,PRKAG2
CMH6,PRKAG2
H91620P,PRKAG2
WPWS,PRKAG2
CNC1,PRKAR1A
PRKAR1,PRKAR1A
TSE1,PRKAR1A
PRKAR1AP,PRKAR1AP1
PRKAR2,PRKAR2A
PRKAR2,PRKAR2B
PKCB,PRKCB
PRKCB1,PRKCB
PRKCB2,PRKCB
MGC57564,PRKCG
PKCC,PRKCG
PKCG,PRKCG
SCA14,PRKCG
PKC-L,PRKCH
PKCL,PRKCH
PRKCL,PRKCH
DXS1179E,PRKCI
PKCI,PRKCI
ENST00000414894.1,PRKCQ-AS1
G19P1,PRKCSH
GIIB,PRKCSH
PCLD,PRKCSH
PLD1,PRKCSH
VASAP-60,PRKCSH
PKC2,PRKCZ
RP11-181G12.2,PRKCZ-AS1
DKFZP586E0820,PRKD2
HSPC187,PRKD2
PKD2,PRKD2
EPK2,PRKD3
PRKCN,PRKD3
DNA-PKC,PRKDC
DNA-PKCS,PRKDC
DNAPK,PRKDC
DNAPKC,PRKDC
DNPK1,PRKDC
HYRC,PRKDC
HYRC1,PRKDC
P350,PRKDC
P460,PRKDC
XRCC7,PRKDC
CGKII,PRKG2
PKG2,PRKG2
PRKGR2,PRKG2
AR-JP,PRKN
PARK2,PRKN
PARKIN,PRKN
PDJ,PRKN
DYT16,PRKRA
HSD14,PRKRA
PACT,PRKRA
RAX,PRKRA
C114,PRKRIP1
FLJ13902,PRKRIP1
KRBOX3,PRKRIP1
PRH,PRLH
ANM1,PRMT1
HCP1,PRMT1
HRMT1L2,PRMT1
FLJ10559,PRMT6
HRMT1L6,PRMT6
FLJ10640,PRMT7
KIAA1933,PRMT7
HRMT1L3,PRMT8
HRMT1L4,PRMT8
PCAT8,PRNCR1
MGC39650,PROCA1
HSPOX1,PRODH2
EGVEGF,PROK1
PK1,PROK1
PRK1,PROK1
GPR73,PROKR1
GPR73A,PROKR1
PKR1,PROKR1
ZAQ,PROKR1
KIAA0391,PRORP
MRPP3,PRORP
NCRNA00117,PRORSD1P
PRDXDD1,PRORSD1P
PRDXDD1P,PRORSD1P
PROX,PRORSD1P
PROXP-ALA,PRORSD1P
YBAKD1,PRORSD1P
PROS,PROS1
C10ORF47,PROSER2
MGC35403,PROSER2
C19ORF55,PROSER3
FLJ30657,PROSER3
HPRP3,PRPF3
PRP3,PRPF3
RP18,PRPF3
SNRNP90,PRPF3
HPRP18,PRPF18
FLJ10330,PRPF38B
NET1,PRPF38B
FLJ11128,PRPF39
FLJ20666,PRPF39
FBP-11,PRPF40A
FBP11,PRPF40A
FLAF1,PRPF40A
FLJ20585,PRPF40A
FNBP3,PRPF40A
HIP10,PRPF40A
HYPA,PRPF40A
NY-REN-6,PRPF40A
PRP40,PRPF40A
HYPC,PRPF40B
NEF4,PRPH
PRPH1,PRPH
PAP41,PRPSAP2
KIAA1205,PRR12
DKFZP564J157,PRR13
FLJ23818,PRR13
ATAD4,PRR15L
MGC11242,PRR15L
MGC70924,PRR19
MGC24975,PRR22
FLJ46116,PRR23B
FLJ46210,PRR23C
C17ORF72,PRR29
DKFZP761M2312,PRR29
FLJ11724,PRR29
C2ORF53,PRR30
MGC44505,PRR30
C16ORF11,PRR35
FLJ32875,PRRC1
BAT2L,PRRC2B
BAT2L1,PRRC2B
KIAA0515,PRRC2B
LQFBS-1,PRRC2B
MGC10526,PRRC2B
BAT2D1,PRRC2C
BAT2L2,PRRC2C
KIAA1096,PRRC2C
XTP2,PRRC2C
TMG4,PRRG4
DSPD2,PRRT1B
IFITMD8,PRRT1B
DKFZP547J199,PRRT2
DSPB3,PRRT2
DYT10,PRRT2
EKD1,PRRT2
FICCA,PRRT2
FLJ25513,PRRT2
ICCA,PRRT2
IFITMD1,PRRT2
PKC,PRRT2
FLJ33674,PRRT3
TSSP,PRSS16
SIG13,PRSS23
SPUVE,PRSS23
ISP2,PRSS29P
EOS,PRSS33
MPN2,PRSS38
TISP43,PRSS40A
TESSP1,PRSS41
PRSS45,PRSS45P
TESPL,PRSS45P
TESSP5,PRSS45P
POL3S,PRSS53
PRSSL1,PRSS57
UNQ782,PRSS57
DRES-17,PRUNE1
H-PRUNE,PRUNE1
HTCD37,PRUNE1
PRUNE,PRUNE1
DKFZP761K1423,PSD3
EFA6D,PSD3
EFA6R,PSD3
HCA67,PSD3
KIAA0942,PSD3
EFA6B,PSD4
TIC,PSD4
AD3,PSEN1
FAD,PSEN1
PS-1,PSEN1
PS1,PSEN1
PSNL1,PSEN1
S182,PSEN1
AD3L,PSEN2
AD4,PSEN2
E5-1,PSEN2
PS-2,PSEN2
PS2,PSEN2
STM2,PSEN2
CD66F,PSG1
PBG1,PSG1
PSBG1,PSG1
PSGGA,PSG1
CEA,PSG2
PSBG2,PSG2
PSG1,PSG2
PSGGB,PSG2
PSG10,PSG10P
PSG12,PSG10P
MGC22484,PSG11
PSG13,PSG11
PSG14,PSG11
PSMA2L,PSMA2P3
FLJ31306,PSMA3-AS1
ZETA,PSMA5
IOTA,PSMA6
MGC22756,PSMA6
MGC2333,PSMA6
MGC23846,PSMA6
P27K,PSMA6
PROS27,PSMA6
PSMB3P,PSMB3P1
HN3,PSMB4
PROS26,PSMB4
DELTA,PSMB6
Y,PSMB6
Z,PSMB7
BETA2I,PSMB10
LMP10,PSMB10
MECL1,PSMB10
MGC1665,PSMB10
RPT5,PSMC3
TBP-1,PSMC3
TBP1,PSMC3
GT198,PSMC3IP
HOP2,PSMC3IP
HUMGT198A,PSMC3IP
TBPIP,PSMC3IP
P45,PSMC5
P45/SUG,PSMC5
RPT6,PSMC5
S8,PSMC5
SUG-1,PSMC5
SUG1,PSMC5
TBP10,PSMC5
TRIP1,PSMC5
P112,PSMD1
RPN2,PSMD1
S1,PSMD1
AF,PSMD4
AF-1,PSMD4
RPN10,PSMD4
S5A,PSMD4
KIAA0107,PSMD6
P44S10,PSMD6
RPN7,PSMD6
S10,PSMD6
MOV34,PSMD7
P40,PSMD7
RPN8,PSMD7
S12,PSMD7
MOV34L,PSMD7P1
PSMD7L,PSMD7P1
HIP6,PSMD8
HYPF,PSMD8
NIN1P,PSMD8
P31,PSMD8
RPN12,PSMD8
S14,PSMD8
P27,PSMD9
RPN4,PSMD9
MGC3844,PSMD11
P44.5,PSMD11
RPN6,PSMD11
S9,PSMD11
P55,PSMD12
RPN5,PSMD12
PSMD12P,PSMD12P1
P40.5,PSMD13
RPN9,PSMD13
KI,PSME3
PA28-GAMMA,PSME3
PA28G,PSME3
REG-GAMMA,PSME3
C16ORF94,PSME3IP1
FAM192A,PSME3IP1
NIP30,PSME3IP1
PIP30,PSME3IP1
KIAA0077,PSME4
PA200,PSME4
C7ORF48,PSMG3
MGC10911,PSMG3
PAC3,PSMG3
KIAA1908,PSMG3-AS1
CO9,PSPHP1
PSPHL,PSPHP1
PSP,PSPN
DDA3,PSRC1
CD2BP1,PSTPIP1
CD2BP1L,PSTPIP1
CD2BP1S,PSTPIP1
H-PIP,PSTPIP1
PAPAS,PSTPIP1
PSTPIP,PSTPIP1
BRPTB,PTBP2
NPTB,PTBP2
PTB,PTBP2
PTBLP,PTBP2
KIAA0632,PTCD1
FLJ12598,PTCD2
DKFZP666K071,PTCD3
FLJ20758,PTCD3
BCNS,PTCH1
NBCCS,PTCH1
PTCH,PTCH1
CD294,PTGDR2
CRTH2,PTGDR2
DP2,PTGDR2
GPR44,PTGDR2
EP3,PTGER3
LNC003875,PTGER3
CPGES,PTGES3
P23,PTGES3
TEBP,PTGES3
FLJ39091,PTGR2
ZADH1,PTGR2
COX2,PTGS2
PTH1,PTH
PTHR2,PTH2R
HHM,PTHLH
PLP,PTHLH
PTHR,PTHLH
PTHRP,PTHLH
FADK,PTK2
FAK,PTK2
FAK1,PTK2
PPP1R71,PTK2
TMSA,PTMA
PARAT,PTMS
HBGF8,PTN
HBNF,PTN
NEGF1,PTN
PRL-1,PTP4A1
PRL1,PTP4A1
PTPCAAX1,PTP4A1
HU-PP-1,PTP4A2
OV-1,PTP4A2
PRL-2,PTP4A2
PRL2,PTP4A2
PTP-IV1A,PTP4A2
PTP4A,PTP4A2
PTPCAAX2,PTP4A2
H-PRL-1,PTP4A2P1
PTP4AP1,PTP4A2P1
PTP4AP2,PTP4A2P2
PPP2R4,PTPA
PR53,PTPA
FLJ37312,PTPDC1
PTP9Q22,PTPDC1
DUSP23,PTPMT1
MOSP,PTPMT1
PLIP,PTPMT1
PTPN2P,PTPN2P1
PTPTP1,PTPN2P1
PTPSTEP,PTPN5
STEP,PTPN5
STEP61,PTPN5
HEPTP,PTPN7
LC-PTP,PTPN7
MEG2,PTPN9
BPTP3,PTPN11
NS1,PTPN11
PTP2C,PTPN11
SH-PTP2,PTPN11
SHP-2,PTPN11
SHP2,PTPN11
PTP-PEST,PTPN12
PTPG1,PTPN12
BA164N7.3,PTPN20CP
PTPN20C,PTPN20CP
LYP,PTPN22
LYP1,PTPN22
LYP2,PTPN22
PTPN8,PTPN22
DKFZP564F0923,PTPN23
HD-PTP,PTPN23
KIAA1471,PTPN23
PTPB,PTPRB
PTPE,PTPRE
SAP-1,PTPRH
CD148,PTPRJ
DEP1,PTPRJ
HPTPETA,PTPRJ
IA-2,PTPRN
ICA512,PTPRN
DFNB84,PTPRQ
CTC-482H14.5,PTPRS-AS1
ESP,PTPRVP
OST-PTP,PTPRVP
PTPRV,PTPRVP
BIT1,PTRH2
CFAP37,PTRH2
CGI-147,PTRH2
PTH2,PTRH2
C2ORF79,PTRHD1
LOC391356,PTRHD1
C16ORF38,PTX4
FAM16B,PUDPP2
HDHD1CP,PUDPP2
HDHD1P2,PUDPP2
FIR,PUF60
ROBPI,PUF60
SIAHBP1,PUF60
KIAA0099,PUM1
PUMH1,PUM1
KIAA0235,PUM2
PUMH2,PUM2
LINC01021,PURPL
LOC643401,PURPL
RP11-46C20.1,PURPL
MLASA1,PUS1
AC131009.1,PUS1-AS1
DEG1,PUS3
FKSG32,PUS3
FLJ20485,PUS7
DKFZP434G1415,PUS7L
CCDC139,PUS10
FLJ32312,PUS10
FLJ90811,PUSL1
AATK-AS1,PVALEF
CD155,PVR
HVED,PVR
NECL-5,PVR
NECL5,PVR
PVS,PVR
TAGE4,PVR
C7ORF15,PVRIG
CD112R,PVRIG
MGC2463,PVRIG
LINC00079,PVT1
MIR1204HG,PVT1
NCRNA00079,PVT1
ONCO-LNCRNA-100,PVT1
TP53LC09,PVT1
IEF-SSP-9502,PWP1
LINC01084,PWRN4
KIAA1935,PWWP2A
EXPAND1,PWWP3A
MUM-1,PWWP3A
MUM1,PWWP3A
D2S448,PXDN
D2S448E,PXDN
KIAA0230,PXDN
MG50,PXDN
PRG2,PXDN
PXN,PXDN
FLJ20335,PXK
SLOB,PXK
MPV17L3,PXMP2
PMP22,PXMP2
EYELINC4,PXN-AS1
STEPP,PXT1
P5C,PYCR1
P5CR2,PYCR2
POP3,PYDC5
